TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
A;112,71;0,72;26,66;6,57;3,22;53,98;23,15;19,35;22,28;23,41;1,12;0,33;5,16;18,40;-4,94;2,01;24,66;12,08;16,78;0,49;0,51;0,62;8,50;21,24;;17,15;4,23;;33.667.389.951,00
AA;49,28;0,61;12,57;1,99;0,57;28,10;14,54;5,75;4,97;6,26;1,29;0,51;0,72;4,26;-0,87;1,62;15,79;4,52;12,56;0,29;0,71;0,79;5,45;;;24,83;3,92;;9.089.631.936,00
AACG;1,02;;-6,61;1,17;0,41;52,74;-30,12;-14,93;-3,28;-2,63;0,65;-0,23;0,99;-1,00;-0,48;0,25;-17,69;-6,26;-32,20;0,35;0,65;0,42;-13,28;;;0,87;-0,15;;32.230.572,00
AACQ;9,99;;-93,43;180,94;1,25;;;;-27,75;-27,74;0,01;-0,07;;2.094,26;-1,25;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AACQU;11,05;;-103,35;200,14;1,38;;;;-30,69;-27,74;0,01;-0,07;;2.316,47;-1,38;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AACQW;2,50;;-23,38;45,28;0,31;;;;-6,94;-27,74;0,01;-0,07;;524,09;-0,31;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AAL;12,94;;-3,53;-0,94;0,12;57,92;-3,36;-6,84;-7,19;-28,07;-20,88;;0,24;-2,05;-0,17;0,81;-26,60;-3,53;-6,41;-0,13;1,13;0,52;-5,73;;;-13,76;-3,66;;8.404.721.512,00
AAME;2,91;0,69;8,18;0,47;0,16;12,24;5,46;3,59;5,38;3,96;-1,41;-0,12;0,29;;-0,16;;5,74;1,93;7,08;0,34;0,66;0,54;3,74;10,18;;6,20;0,36;;59.374.476,00
AAN;15,68;2,70;5,06;0,66;0,33;62,69;6,97;5,23;3,80;3,69;-0,11;-0,02;0,26;4,98;-0,76;1,14;13,02;6,58;13,12;0,51;0,49;1,26;;;;23,80;3,10;;481.513.984,00
AAOI;1,86;;-0,94;0,21;0,12;16,82;-22,89;-25,50;-1,05;-3,21;-2,16;0,44;0,24;0,67;-0,20;1,66;-22,79;-12,22;-12,71;0,54;0,46;0,48;-4,09;;;8,67;-1,98;;51.399.426,00
