TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AAIC;4,80;;16,04;0,62;0,17;100,00;163,58;32,01;5,22;16,37;13,24;2,61;5,13;;-0,17;;3,85;1,04;5,06;0,27;0,73;0,03;-25,44;-20,59;;7,77;0,30;;135.948.960,00
AAT;20,94;6,33;25,31;1,06;0,43;62,84;29,33;11,42;5,05;22,34;12,49;1,35;2,89;;-0,43;;4,21;1,69;4,47;0,40;0,60;0,15;5,92;20,67;;19,67;0,83;;1.275.158.052,00
ABR;12,58;13,59;7,18;0,76;0,15;97,99;446,52;112,64;1,72;9,76;7,95;3,33;8,09;;-0,15;;10,59;2,10;8,51;0,20;0,80;0,02;4,68;26,24;;16,54;1,75;;2.371.396.674,00
ACC;65,42;;154,52;2,95;1,22;51,87;18,95;6,00;19,33;67,23;18,27;1,10;9,28;;-1,22;;1,91;0,79;2,80;0,41;0,58;0,13;3,69;-18,56;;22,18;0,42;;9.124.977.860,00
ACRE;6,55;18,93;-9,17;0,57;0,16;100,00;1.782,02;-979,02;5,13;25,94;20,90;2,36;89,79;;-0,16;;-6,21;-1,70;3,15;0,27;0,73;0,00;;;;11,50;-0,71;;356.468.030,00
ADC;56,55;5,20;35,01;1,09;0,73;87,59;47,71;30,24;12,09;31,54;9,35;0,46;10,59;;-0,73;;3,13;2,09;3,33;0,67;0,33;0,07;31,42;23,92;;51,67;1,62;;5.690.575.605,00
AFCG;11,54;16,64;11,38;0,75;0,51;;;;10,03;8,52;0,29;0,03;;;-0,51;;6,55;4,49;6,07;0,69;0,31;0,00;;;;15,49;1,01;;238.498.334,00
AFIN;8,23;;-97,09;0,58;0,28;74,05;20,65;-3,17;5,02;39,26;24,35;0,94;3,08;;-0,28;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AFINO;25,70;;-303,19;1,80;0,86;74,05;20,65;-3,17;15,66;39,26;24,35;0,94;9,62;;-0,86;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AFINP;26,01;;-306,85;1,82;0,87;74,05;20,65;-3,17;15,85;39,26;24,35;0,94;9,74;;-0,87;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
